,Name,Author,Read,Home?,Series,# of Pages,Language,Purchase Year,Non Fiction,Publisher,Purchase Location
965,Muhteşem Maurice ve Değişmiş Fareleri,Terry Pratchett,FALSE,TRUE,TRUE,260,Turkish,2025,FALSE,Delidolu,Kitapyurdu
966,Muhteşem Yaratıklar,"Kami Garcia, Margaret Stohl",TRUE,FALSE,TRUE,,Turkish,2013,FALSE,Epsilon,-
967,Mustafa Kemal,Yılmaz Özdil,TRUE,FALSE,FALSE,,Turkish,2018,TRUE,Kırmızı Kedi,Kitapyurdu
968,Mutlu Olmak İsteyen Adam,Laurent Gounelle,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Pegasus,-
969,Mutluluk Dediğimiz Şey,Sigmund Freud,TRUE,FALSE,FALSE,,Turkish,2017,TRUE,Aylak Adam,Ankara Kitap Fuarı
970,Mülksüzler,Ursula K. Le Guin,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Metis Yayınları,Fethiye Siyah Beyaz
971,Münzevi,Alice Oseman,FALSE,TRUE,FALSE,,Turkish,2022,FALSE,Pegasus,Amazon
972,Mürebbiye,Stefan Zweig,TRUE,FALSE,FALSE,96,Turkish,2019,FALSE,Türkiye İş Bankası Kültür Yayınları,BKM Kitap
973,Mürekkep Yürek,Cornelia Funke,FALSE,FALSE,TRUE,,Turkish,-,FALSE,Arkadaş,-
974,My Policeman,Bethan Roberts,FALSE,TRUE,FALSE,,English,2022,FALSE,Vintage Books,D&R
975,My Sisters's Keeper,Jodi Picoult,FALSE,FALSE,FALSE,,English,2017,FALSE,Hodder & Stoughton,Çalış Children's Charity
976,Меч лета,Rick Riordan,TRUE,FALSE,TRUE,,Russian,2019,FALSE,Москва,Kırmızı Kedi Kitabevi
977,Nakano Eskici Dükkanı,Hiromi Kawakami,TRUE,TRUE,FALSE,218,Turkish,2024,FALSE,Domingo,Amazon
978,Nasıl Ölünür,Emile Zola,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Can Yayınları,Amazon
979,Nantucketlı Arthur Gordon Pym'in Öyküsü,Edgar Allan Poe,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
980,Neden İle Başla (1. Kitap),Simon Sinek,TRUE,TRUE,TRUE,,Turkish,2021,TRUE,Arıtan Yayınları,Amazon
981,Neden İle Başla (2. Kitap),Simon Sinek,TRUE,TRUE,TRUE,,Turkish,2021,TRUE,Arıtan Yayınları,Kitapyurdu
982,Nedir Gene Deli Gönlünü Çelen,Sappho,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Can Yayınları,D&R
983,Nefret Çağı,Andrzej Sapkowski,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,Pegasus,n11
984,Neptün'ün Oğlu,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
985,Nero'nun Kulesi,Rick Riordan,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,Doğan Egmont,D&R
986,Neuromancer,William Gibson,FALSE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
987,Normal İnsanlar,Sally Rooney,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Can Yayınları,BKM Kitap
988,Northanger Manastırı,Jane Austen,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Türkiye İş Bankası Kültür Yayınları,Idefix
989,Not: Seni Hala Seviyorum,Jenny Han,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Pegasus,Kitapyurdu
990,Notre-Dame'ın Kamburu,Victor Hugo,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Can Yayınları,Idefix
991,Númenor'un Düşüşü,J.R.R. Tolkien,TRUE,TRUE,TRUE,405,Turkish,2023,FALSE,İthaki Yayınları,Amazon
992,O,Stephen King,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Altın Kitaplar,Kitapyurdu
993,Oblomov,Ivan Gonçarov,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Türkiye İş Bankası Kültür Yayınları,Penguen Kitabevi
994,Obsidio,"Amie Kaufmann, Jay Kristoff",TRUE,TRUE,TRUE,,English,2018,FALSE,Rock the Boat,Bookdepository
995,Odd ve Ayaz Devleri,Neil Gaiman,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
996,Odysseia,Homeros,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Türkiye İş Bankası Kültür Yayınları,Fethiye Siyah Beyaz
997,Oidipus Kolonos'ta,Sophokles,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Türkiye İş Bankası Kültür Yayınları,Ankara Kitap Fuarı
998,Okuldaki Hayalet,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
999,Okuldaki Hayaletin Dönüşü,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1000,Olağanüstü Bir Gece,Stefan Zweig,TRUE,FALSE,FALSE,69,Turkish,2018,FALSE,Türkiye İş Bankası Kültür Yayınları,D&R
1001,Olanaksızın Fiziği,Michio Kaku,TRUE,TRUE,FALSE,367,Turkish,2019,TRUE,ODTÜ Yayıncılık,Ankara Kitap Fuarı
1002,Olimpos'un Kanı,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,Doğan Egmont,-
1003,On İkinci Gece,William Shakespeare,TRUE,TRUE,FALSE,,Turkish,2016,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1004,On Küçük Zenci,Agatha Christie,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Altın Kitaplar,Kitapyurdu
1005,Operadaki Hayalet,Gaston Leroux,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Alfa Yayınları,BKM Kitap
1006,Orphan X,Gregg Hurwitz,FALSE,FALSE,FALSE,,English,2017,FALSE,Penguin Books,Çalış Children's Charity
1007,Otomatik Portakal,Anthony Burgess,TRUE,FALSE,FALSE,,Turkish,2015,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1008,Otostopçunun Galaksi Rehberi (5 Kitap),Douglas Adams,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,Alfa Yayınları,İlknokta
1009,Otranto Şatosu,Horace Walpole,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Türkiye İş Bankası Kültür Yayınları,Kidega
1010,Our Man In Havana,Graham Greene,FALSE,FALSE,FALSE,,English,2019,FALSE,Penguin Books,Çalış Children's Charity
1011,Ouroboros Yılanı,E.R. Eddison,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1012,Oyun,Stephen King,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,Altın Kitaplar,Amazon
1013,Oyunların Oyuncusu,Iain M. Banks,FALSE,TRUE,TRUE,389,Turkish,2025,FALSE,İthaki Yayınları,İthaki Yayın Grubu
1014,Ozan Beedle'ın Hikâyeleri,J.K. Rowling,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Yapı Kredi Yayınları,D&R
1015,Öfkelidoğan,Claire Legrand,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,Salon Yayınları,Idefix
1016,Ölü Dağcı Oteli,Arkadi & Boris Strugatski,FALSE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,Kitapyurdu
1017,Ölü Ozanlar Derneği,N.H. Kleinbaum,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Nokta Yayınları,-
1018,Ölülerin Sözcüsü,Orson Scott Card,TRUE,FALSE,TRUE,,Turkish,2017,FALSE,Altıkırkbeş Yayınları,-
1019,Ölüm Dansı,Stephen King,TRUE,TRUE,FALSE,607,Turkish,2025,TRUE,İnkılap Kitabevi,Amazon
1020,Ölüm Gemisi,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Doğan Egmont,-
1021,Ölüm Oyunu,Koushun Takami,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Pegasus,-
1022,Ölüm Saatleri,Agatha Christie,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Altın Kitaplar,Gift
1023,Ölümcül Sınav,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1024,Ölümhane Kapıları,Steven Erikson,FALSE,TRUE,TRUE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1025,Ölümler Çağı,Michael J. Sullivan,FALSE,TRUE,TRUE,372,Turkish,2025,FALSE,İthaki Yayınları,İlknokta
1026,Ölümün Sonu,Cixin Liu,TRUE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,Idefix
1027,Örümcek Adam Süper Seri Cilt 83,-,FALSE,FALSE,FALSE,-,Turkish,2018,FALSE,B Yayınları,Fethiye Kitabevi
1028,Örümcek Ağı,Agatha Christie,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Altın Kitaplar,Gift
1029,Örümcek Büyücü,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1030,Öteki,Dostoyevski,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İletişim Yayınları,Dost Kitabevi
1031,Ötekinin Rüyası,Julio Cortazar,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,Can Yayınları,Amazon
1032,Palto,Nikolay Gogol,TRUE,FALSE,FALSE,56,Turkish,2020,FALSE,Can Yayınları,BKM Kitap
1033,Pan,Knut Hamsun,FALSE,TRUE,FALSE,174,Turkish,2025,FALSE,Can Yayınları,Amazon
1034,Pan Book of Horror Stories: Volume 1,Herbert Van Tahl,FALSE,FALSE,FALSE,,English,2017,FALSE,Pan Books,Çalış Children's Charity
1035,Pan'ın Labirenti,"Guillermo del Toro, Cornelia Funke",TRUE,TRUE,FALSE,286,Turkish,2021,FALSE,Epsilon,Kitap Sepeti
1036,Paper Towns,John Green,TRUE,FALSE,FALSE,,English,2013,FALSE,Bloomsbury,-
1037,Para Basmak,Terry Pratchett,FALSE,TRUE,TRUE,428,Turkish,2026,FALSE,Delidolu,Kitapyurdu
1038,Para Kitabı,"Daniel Conaghan, Dan Smith",FALSE,TRUE,FALSE,,Turkish,-,TRUE,NTV,Ankara Kitap Fuarı
1039,Paralel Hayatlar: Demosthenes - Cicero ,Plutarkhos,TRUE,FALSE,FALSE,,Turkish,2019,TRUE,Türkiye İş Bankası Kültür Yayınları,Türkiye İş Bankası Kültür Yayınları
1040,Parçalanmış Krallıklar,N.K. Jemisin,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,-
1041,Paris'te Bir Kurtadam,Guy Endore,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1042,Parlayan Sözler 1. Cilt,Brandon Sanderson,FALSE,TRUE,TRUE,712,Turkish,2025,FALSE,Akılçelen Kitaplar,Amazon
1043,Parlayan Sözler 2. Cilt,Brandon Sanderson,FALSE,TRUE,TRUE,584,Turkish,2025,FALSE,Akılçelen Kitaplar,Amazon
1044,Parola Zehirli Pençe,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1045,Paul of Dune,"Brian Herbert, Kevin J. Anderson",TRUE,TRUE,TRUE,648,English,2018,FALSE,Hodder & Stoughton,Gift
1046,Pazartesi Cumartesiden Başlar,Arkadi & Boris Strugatski,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1047,Percy Jackson ve Yunan Tanrıları,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1048,Percy Jackson & the Olympians: The Ultimate Guide,Rick Riordan,TRUE,FALSE,TRUE,,English,2018,FALSE,Puffin Books,Ankara Kitap Fuarı
1049,Peri Masalı,Stephen King,TRUE,TRUE,FALSE,704,Turkish,2023,FALSE,Altın Kitaplar,Hepsiburada
1050,Pessoa Pessoa'yı Anlatıyor,Fernando Pessoa,FALSE,TRUE,FALSE,279,Turkish,2019,TRUE,Kırmızı Kedi,D&R
1051,Peter Pan,James Barrie,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Alfa Yayınları,Amazon
1052,Peur de Rien!,Marc Cantin,TRUE,FALSE,FALSE,,French,2012,FALSE,Castor Cadet,Arkadaş Kitabevi
1053,Peygamberin Şarkısı,Paul Lynch,FALSE,TRUE,FALSE,,Turkish,2024,FALSE,Delidolu,Amazon
1054,Phantom Lady,Cornell Woolrich,FALSE,FALSE,FALSE,,English,2017,FALSE,Ballantine Mystery,Çalış Children's Charity
1055,Phlebas'ı Hatırla,Iain M. Banks,FALSE,TRUE,TRUE,600,Turkish,2019,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1056,Pillars of Pentegarn,Rose Estes,FALSE,FALSE,FALSE,,English,-,FALSE,TSR Hobbies Inc,-
1057,Pines,Blake Crouch,FALSE,TRUE,TRUE,320,English,2025,FALSE,Pan Books,Amazon
1058,Piramitler,Terry Pratchett,FALSE,TRUE,TRUE,336,Turkish,2025,FALSE,Delidolu,Kitapyurdu
1059,Piramitteki Esrarengiz Kız,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1060,Piranesi,Susanna Clarke,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,Alfa Yayınları,D&R
1061,Piyango ve Diğer Öyküler,Shirley Jackson,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Siren,Idefix
1062,Plague,Michael Grant,TRUE,TRUE,TRUE,552,English,2017,FALSE,Electric Monkey,Gift
1063,Planetary Cilt 3: 20. Yüzyılı Terk Etmek,"Warren Ellis, John Cassaday",TRUE,TRUE,TRUE,144,Turkish,2021,FALSE,İthaki Yayınları,Kitap Sepeti
1064,Platon Bir Gün Kolunda Bir Ornitorenkle Bara Girer...,"Daniel Klein, Thomas Cathcart",TRUE,FALSE,FALSE,,Turkish,2016,TRUE,Aylak Kitap,-
1065,Poems 1909-1925,T.S. Elliot,FALSE,FALSE,FALSE,,English,2017,FALSE,Faber & Faber,Çalış Children's Charity
1066,Pollyanna,Eleanor H. Porter,FALSE,FALSE,FALSE,,Turkish,-,FALSE,Epsilon,-
1067,Postane,Terry Pratchett,FALSE,TRUE,TRUE,452,Turkish,2025,FALSE,Delidolu,Kitapyurdu
1068,Prelüdler & Nöktürnler,Neil Gaiman,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,Hepsiburada
1069,Prens Caspian,C.S. Lewis,TRUE,TRUE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1070,Prens ve Dilenci,Mark Twain,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Alfa Yayınları,BKM Kitap
1071,Primal Leadership,"Daniel Goleman, Richard Boyatzis, Annie McKee",FALSE,FALSE,FALSE,,English,2018,TRUE,Harvard Business School Press,Çalış Children's Charity
1072,Prosper'in İblisi,K.J. Parker,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,Kitapyurdu
1073,Psikanaliz Üzerine,Sigmund Freud,FALSE,FALSE,FALSE,,Turkish,2019,TRUE,Erasmus Yayınları,Fethiye Siyah Beyaz
1074,Psikolojiniz Bozulmasın,Joel Levy,TRUE,FALSE,FALSE,,Turkish,-,TRUE,NTV,Ankara Kitap Fuarı
1075,Pür,Julianna Baggott,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1076,Pürdikkat,Cal Newport,TRUE,TRUE,FALSE,,Turkish,2021,TRUE,Metropolis ,Kidega
1077,Queen of Air and Darkness,Cassandra Clare,TRUE,FALSE,TRUE,,English,2019,FALSE,Simon & Schuster,Gift
1078,Rama'yla Buluşma,Arthur C. Clarke,FALSE,TRUE,FALSE,273,Turkish,2025,FALSE,İthaki Yayınları,Kitapyurdu
1079,Ready Player One,Ernest Cline,TRUE,TRUE,FALSE,,English,2016,FALSE,Broadway Books,Arkadaş Kitabevi
1080,Rebecca,Daphne Du Maurier,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Idefix
1081,Recursion,Blake Crouch,FALSE,TRUE,FALSE,384,English,2025,FALSE,Pan Books,Amazon
1082,Red Queen,Victoria Aveyard,TRUE,FALSE,TRUE,,English,2016,FALSE,Harper Teen,Arkadaş Kitabevi
1083,Resimli Adam,Ray Bradbury,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1084,Revival,Stephen King,TRUE,TRUE,FALSE,,English,2023,FALSE,Hodder & Stoughton,Amazon
1085,Roanoke Kızları,Amy Engel,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Yabancı Yayınları,D&R
1086,Robinson Crusoe,Daniel Defoe,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Türkiye İş Bankası Kültür Yayınları,Kare Kırtasiye
1087,Robotlar ve İmparatorluk,Isaac Asimov,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,Amazon
1088,Roger Ackroyd Cinayeti,Agatha Christie,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,Altın Kitaplar,Amazon
1089,Romeo ve Juliet,William Shakespeare,TRUE,FALSE,FALSE,,Turkish,2015,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1090,Rosemary'nin Bebeği,Ira Levin,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Kitap Kurdu,D&R
1091,Roverandom,J.R.R. Tolkien,TRUE,TRUE,FALSE,184,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1092,Ruhlar Dükkanı,Stephen King,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Altın Kitaplar,D&R
1093,Ruhlar Gölü,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2013,FALSE,Tudem,-
1094,Ruhlar Kralının Ülkesi,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1095,Ruhlar Kütüphanesi,Ransom Riggs,TRUE,FALSE,TRUE,,Turkish,2017,FALSE,İthaki Yayınları,-
1096,Ruhsuz,Jodi Meadows,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1097,Runner,Patrick Lee,FALSE,FALSE,FALSE,,English,2017,FALSE,Penguin Books,Çalış Children's Charity
1098,Rüya Avcısı,Stephen King,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Altın Kitaplar,Kitapyurdu
1099,Rüyalar ve Karabasanlar I,Stephen King,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İnkılap Kitabevi,İlknokta
1100,Rüyalar ve Karabasanlar II,Stephen King,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İnkılap Kitabevi,BKM Kitap
1101,Rüyalar ve Karabasanlar III,Stephen King,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İnkılap Kitabevi,BKM Kitap
1102,Rüzgarın Gölgesi,Carlos Ruiz Zafon,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,Kırmızı Kedi,İlknokta
1103,R. U. R. - Rossum’un Uluslararası Robotları ,Karel Çapek,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1104,Saat 13 Kez Vurunca,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1105,Sabah Yıldızı,Pierce Brown,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Pegasus,n11
1106,Sadie,Courtney Summers,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Yabancı Yayınları,İlknokta
1107,Sadist,Stephen King,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Altın Kitaplar,Gift
1108,Saeculum,Ursula Poznanski,TRUE,FALSE,FALSE,,Turkish,2016,FALSE,Pegasus,Ankara Kitap Fuarı
1109,Safkan,Jennifer L. Armentrout,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1110,Sahaf Mendel,Stefan Zweig,TRUE,TRUE,FALSE,42,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1111,Sahilde Kafka,Haruki Murakami,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Doğan Kitap,Fethiye Siyah Beyaz
1112,Sahte Krallık,Leigh Bardugo,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Novella Dinamik,D&R
1113,Saka Kuşu,Donna Tartt,FALSE,TRUE,FALSE,,Turkish,2024,FALSE,Pegasus,Amazon
1114,Sakın Arkana Bakma,Jennifer McMahon,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Ephesus,Kare Kırtasiye
1115,Saklı Resimler,Jason Rekulak,TRUE,TRUE,FALSE,368,Turkish,2025,FALSE,İthaki Yayınları,İthaki Yayın Grubu
1116,Saklı Şehir,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1117,Saksı Olmanın Faydaları,Stephen Chbosky,TRUE,FALSE,FALSE,,Turkish,2013,FALSE,Feniks,D&R
1118,Salgın,Erin Bowman,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,Epsilon,Ankara Kitap Fuarı
1119,Salgın,Ling Ma,FALSE,TRUE,FALSE,264,Turkish,2025,FALSE,İthaki Yayınları,Kitapyurdu
1120,Sana Anlatmadığım Her Şey,Celeste Ng,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Yabancı Yayınları,Kitap Sepeti
1121,Sanal Ülke,Simon Stålenhag,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Amazon
1122,Sapık,Robert Bloch,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kidega
1123,Saraydan Hikayeler,Kiera Cass,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,-
1124,Sarı Duvar Kağıdı,Charlotte Perkins Gilman,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1125,Sarı Kukuletalıların Sırrı,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1126,Sarı Yüz,R. F. Kuang,TRUE,TRUE,FALSE,303,Turkish,2025,FALSE,İthaki Yayınları,İlknokta
1127,Sarmaşık,Chana Porter,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1128,Satranç,Stefan Zweig,TRUE,FALSE,FALSE,81,Turkish,2019,FALSE,Can Yayınları,-
1129,Savaş Okulunda Yılbaşı,Orson Scott Card,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Altıkırkbeş Yayınları,-
1130,Savaş Sanatı,Sun Tzu,TRUE,FALSE,FALSE,,Turkish,2018,TRUE,Türkiye İş Bankası Kültür Yayınları,D&R
1131,Savaş ve Barış (I-II),L.N. Tolstoy,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Türkiye İş Bankası Kültür Yayınları,D&R
1132,Savaşkıran,Brandon Sanderson,FALSE,TRUE,TRUE,,Turkish,2024,FALSE,Akılçelen Kitaplar,Amazon
1133,Savaşlar Çağı,Michael J. Sullivan,FALSE,TRUE,TRUE,440,Turkish,2025,FALSE,İthaki Yayınları,İthaki Yayınları
1134,Sayı Şeytanı,Hans Magnus Enzensberger,TRUE,FALSE,FALSE,,Turkish,-,FALSE,Can Çocuk,-
1135,Science In Seconds,Hazel Muir,TRUE,TRUE,FALSE,,English,2015,TRUE,Quercus,D&R
1136,Scott Pilgrim 1: Scott Pilgrim'in Değerli ve Basit Hayatı,Bryan Lee O'Malley,TRUE,TRUE,TRUE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1137,Scythe,Neal Shusterman,TRUE,TRUE,TRUE,443,Turkish,2019,FALSE,Walker Books,Bookdepository
1138,Sefiller (I-II),Victor Hugo,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Türkiye İş Bankası Kültür Yayınları,D&R
1139,Sen Oyunu,Neil Gaiman,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,Hepsiburada
1140,Sergüzeşt,Samipaşazade Sezai,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Bordo Siyah,-
1141,Sessiz Hasta,Alex Michaelides,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Domingo,Amazon
1142,Sessiz Kalma!,Angie Thomas,TRUE,TRUE,FALSE,400,Turkish,2019,FALSE,Yabancı Yayınları,D&R
1143,Sevdiğim Tüm Erkeklere,Jenny Han,TRUE,FALSE,TRUE,,Turkish,2018,FALSE,Pegasus,Kitapyurdu
1144,Sevilen,Toni Morrison,FALSE,TRUE,FALSE,311,Turkish,2026,FALSE,Sel Yayıncılık,Kitapyurdu
1145,Sharp Objects,Gillian Flynn,TRUE,TRUE,FALSE,,English,2024,FALSE,W&N,D&R
1146,Sıcak Bedenler,Isaac Marion,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Doğan Kitap,D&R
1147,Sınav,Julio Cortazar,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Can Yayınları,BKM Kitap
1148,Sınırdaki Ev,William Hope Hodgson,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1149,Sınırsız,Cynthia Hand,TRUE,FALSE,FALSE,,Turkish,2013,FALSE,DEX,-
1150,Sırça Köşk,Sabahattin Ali,TRUE,TRUE,FALSE,141,Turkish,2019,FALSE,Yapı Kredi Yayınları,BKM Kitap
1151,Sırt Krallığı,Marie Lu,TRUE,TRUE,FALSE,328,Turkish,2021,FALSE,Epsilon,Kitap Sepeti
1152,Siddharta,Herman Hesse,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Can Yayınları,Fethiye Siyah Beyaz
1153,Sihrin En Koyu Tonu,V.E. Schwab,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,Pegasus,Kitapyurdu
1154,Silmarillion,J.R.R. Tolkien,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1155,Silo,Hugh Howey,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1156,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,TRUE,FALSE,FALSE,,English,2018,FALSE,Penguin Books,Gift
1157,Sineklerin Tanrısı,William Golding,TRUE,TRUE,FALSE,,English,2015,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1158,Sinekli Bakkal,Halide Edib Adıvar,FALSE,TRUE,FALSE,424,Turkish,2019,FALSE,Can Yayınları,Kare Kırtasiye
1159,Sis,Stephen King,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,Altın Kitaplar,Amazon
1160,Sisler İçindeki Lut,Hope Mirrlees,TRUE,TRUE,FALSE,312,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1161,Sisler Mevsimi,Neil Gaiman,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,Hepsiburada
1162,Siyah Orkide,Neil Gaiman,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1163,Siyah Tanrı'nın Davulları,P. Djeli Clark,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1164,Siyah Tom'un Balladı,Victor LaValle,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kitap Sepeti
1165,Siyahlı Kadın,Susan Hill,TRUE,FALSE,FALSE,,Turkish,2012,FALSE,Yapı Kredi Yayınları,-
1166,Skyward,Brandon Sanderson,FALSE,TRUE,TRUE,,English,2020,FALSE,Gollancz,Bookdepository
1167,Sodom Ve Gomore,Yakup Kadri Karaosmanoğlu,TRUE,FALSE,FALSE,,Turkish,-,FALSE,İletişim Yayınları,-
1168,Sodom ve Gomorra,Marcel Proust,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,Yapı Kredi Yayınları,Idefix
